engine_size,horsepower,mileage,age,weight,brand,fuel_type,price
1.0998473578712826,153.71358386296762,64035.10167266607,4.138849906321523,1451.1146655444088,,Hybrid,26382.990729584162
1.7511427685834822,141.047604673483,33613.46649733999,3.0407981156245834,2120.733788410792,Ford,Diesel,32163.9693093863
2.2096943218313014,135.64537866138159,57314.52094690393,4.15089319161239,2035.7808492603317,Honda,Hybrid,31812.380929875468
,109.10291610765488,20163.266620754504,7.996272605381911,1732.0861452819668,Honda,Diesel,25862.16260983337
1.686516544931525,,69949.52804904242,2.213241335718095,1887.945591903078,,Petrol,20703.69935279797
1.7935773338486563,,52540.372682302375,5.995249674018331,1463.2865674190948,Ford,Petrol,25100.366493322595
2.0860007849306332,113.48647900088548,93395.52479302997,4.331567209988826,1340.6050570336208,Ford,Diesel,23176.502368609246
,154.7363090191939,61593.60563737895,4.135242582151453,1763.1553943308752,Toyota,Diesel,29910.233101124166
2.475147910917478,,63418.168631925626,6.711249363559676,1655.518786250085,BMW,Petrol,31598.86893330266
2.1065214767204035,96.02443135906447,65233.546942041605,4.803619269852911,1414.7951733498426,,Hybrid,26350.53809130078
1.9004216256929547,110.08897302048723,81690.54255998845,7.694494697934974,1419.5546907977032,Ford,Diesel,19112.874212602477
1.9709608984617477,86.32176941156301,57714.332222033314,1.067502202907964,1693.4949492790508,,Hybrid,27778.507145208645
1.4587080485262016,168.09251085371352,68411.4972405564,2.8519166830709057,1593.7928967653256,Ford,Diesel,33306.385793548965
,,56902.33572505764,6.229881015448345,1336.809544548077,BMW,Petrol,33074.02603534026
1.5889928774848556,187.14151600318166,58647.26615237177,7.2125620910158705,1443.0442694239132,,Hybrid,30462.135056998326
1.9507410560260756,147.0813816132787,56370.97598864157,4.551487535599003,1486.569384423763,,Diesel,30244.053399811557
0.7556416450149046,156.4161369750302,74504.10088950381,3.6579846731640244,1989.7237644123004,,Petrol,31542.836363630468
1.5783627338270418,,91611.39726015911,4.6899421079392765,1172.6149099211527,,Petrol,30558.276462014564
1.6962909677780877,,61077.23495886315,5.140400080683627,1865.792826869863,,Diesel,30715.528158788966
1.4058514709497782,137.2114196327764,43438.19520719237,2.1492596114698013,1985.114948387139,Toyota,Diesel,32222.184093417978
1.8803199247025773,148.24564062681898,55504.32049235316,1.5526115283873745,1256.442765229258,Honda,Hybrid,33677.09282816209
,169.87132744501733,37483.23563800492,7.396643834038649,1246.7101293701792,,Petrol,30807.90084038445
,155.25269740359184,76376.49108808873,5.292179268424166,1464.8106352683064,Honda,Hybrid,30887.958184929026
,155.03194468268362,69471.59429268759,2.7827055238585316,1457.0065906995974,Ford,Hybrid,33096.061004339215
2.239113399865546,109.92806312638797,78847.72633463528,5.0402651466156385,1633.393872630605,Ford,Diesel,26411.53711180531
1.1868387343382651,158.74770981905394,55716.18452027044,7.299442166309529,1575.2748251997928,,Diesel,24123.757958165912
1.417691157989283,237.86893526579576,77114.46085185106,4.761655763058578,1533.8407255560787,Honda,Diesel,37469.644475256595
,134.3365187324202,84233.30216180078,8.264091193998585,1514.217319888643,,Petrol,18552.451808546117
,167.3385818796058,73799.73694509633,4.023591732334317,1218.6485336585065,Honda,Petrol,31061.01077726754
2.197144537686023,,55462.39019292538,5.010126817838573,1637.647627878838,,Hybrid,31962.507266787263
1.7390306109776321,,64976.77554811936,4.524296898350736,1329.484894085359,,Hybrid,25010.576590288216
,193.64290869144548,60729.709170586386,5.638648261676059,1459.509411219898,Honda,Hybrid,37420.78762962119
2.039272133688521,90.46574225631895,67879.16618623369,4.185451454764953,1354.5973970060672,Honda,Diesel,21462.63795530764
2.6670422796005275,134.64104675552014,59761.66850135952,3.0677361650221746,1111.3632765459881,Toyota,Diesel,31948.856940014466
1.9594845139722417,87.89005914852561,74117.36350069428,5.887641641998807,1230.5490143679285,,Petrol,23090.22116109314
,169.5867001973932,78385.81886844184,4.719342508169206,1998.472795582322,,Diesel,34449.17833103687
2.1200831138583434,91.86738962768074,58126.912855219794,4.492215079951393,2065.574624536245,Ford,Hybrid,24735.574616027017
2.120222983026133,118.16123911464196,74419.3217689823,8.562210885870421,1297.5472909942166,Honda,Petrol,20935.234381819755
2.2182981556516452,,82910.75910095253,3.0215366335200544,1401.2457489610572,BMW,Petrol,35100.807951503026
1.6235040879621065,,90460.13798742741,5.8271790731490976,1544.965127347066,Toyota,Diesel,26966.73506376001
2.2549594164882842,,49774.65790930802,6.239179624957721,1443.5195546562513,Ford,Hybrid,29665.481854464408
1.1927811171095433,140.56351054240338,33059.76461961772,2.5034758059492694,1262.5213862067703,Honda,Petrol,29518.508765977713
1.9154829292653601,,59000.08292598217,5.195916072316762,1688.5763786677685,Honda,Petrol,28101.73289497919
1.9662706471945741,139.02004664906423,72549.71483106674,4.682625835712813,1193.7062954068008,,Hybrid,30531.06464519335
1.9138953804989183,105.91342354695965,53498.00141844534,6.81407353463179,1818.9260273858822,Honda,Diesel,23463.26176563386
,113.43710669470326,78878.18544441345,7.2169673036053466,1246.4397950365924,,Hybrid,24803.062298887107
,140.59037471374617,38373.45360083579,1.907735213188865,1809.3638983902417,BMW,Hybrid,34860.352835859274
1.9211085546824276,,63221.56405731436,6.1736596160301,1495.1624431116647,,Diesel,24521.11423008541
,144.167292564573,50162.622945394025,2.599350818693875,1372.928152229422,BMW,Hybrid,33041.63915177413
2.1018209767764735,120.61066235168846,80363.24100579663,7.841145918479227,1500.145122130501,,Hybrid,28894.62716541064
2.588521599952573,198.2807251218151,71451.44345463857,5.490718524750591,944.9416847733727,Ford,Hybrid,38819.90890051238
,143.80012783908734,67434.9237019614,4.589399495613376,1848.81903583305,Ford,Hybrid,32050.912962280232
2.5999809953071953,,72011.28543388307,5.481453150126494,1172.8168463515358,Honda,Diesel,36050.5392632529
,139.4217501496202,28433.320712189012,2.5484039983340776,1128.5369476537762,Toyota,Petrol,28586.34302260807
,203.97044300566415,36207.506034103615,6.324333099789284,1331.8022249048752,Honda,Hybrid,36069.27365010249
1.8490584865774438,177.45734703027912,65444.86747331643,3.76645823600604,1484.638745002451,,Hybrid,39818.45387288388
,198.58109199223165,75982.3565670699,2.381853125994161,1914.2609200667066,,Hybrid,40070.14954901775
,,74035.2992495497,3.4143855692644616,1394.733616026961,,Hybrid,27616.613750940865
2.368659236848243,190.8861311485671,76412.76791265895,10.708468397460106,748.6338997287653,Honda,Diesel,29265.263731664327
,,83901.16725543863,-0.814201735776904,1538.493983905582,Honda,Diesel,32158.10241597714
1.8052984705668802,214.43817267146244,69275.40983787716,4.1594044484863515,1432.3502678835564,Toyota,Hybrid,37747.477184950534
,205.53617866369308,69253.38676038735,8.27149064845007,1851.0078178972094,Toyota,Hybrid,35445.924726011115
2.2652019550517872,175.2282553483122,41886.01599385009,4.288214517998784,877.2548815912813,Honda,Hybrid,34319.038486638754
1.2067190316026453,159.2458626301849,47679.4181329806,4.406845582431123,1434.4488942476692,Toyota,Petrol,27424.029570880088
2.4555205405789318,200.10078881509713,64295.703832600484,7.248863108726587,1756.226000000389,,Diesel,35336.35746728177
1.9767818369689625,,40100.233242848124,5.658739239896057,1174.3406492713925,,Hybrid,29675.590588900744
2.6020883550783473,144.44355025836296,53522.76449373083,8.061867065258179,1708.0845001616808,Ford,Petrol,28490.249398117325
,161.77839673079842,65652.20820417537,4.26297827068848,1396.779823326378,,Hybrid,32149.6521647281
,184.613709438753,48159.95021711093,5.105568213175341,1195.2959349836349,,Diesel,31952.482461397787
2.1011750461958854,138.29564941082492,84068.46347530092,5.770501479063009,1705.2474113553276,,Hybrid,27336.079512001827
2.506097656599614,,52328.70684322058,6.0088408936034075,722.0196975504231,Toyota,Diesel,35115.9203092332
1.729646017758534,215.46316068355594,52755.04209163599,7.799074935171518,1847.0220362148016,Ford,Petrol,32314.9609628095
,170.30225412325603,78006.51148628298,6.3198288444492,1672.8351026352261,,Petrol,30074.560104693028
,156.783335647621,59881.87860902193,4.386382256645103,1551.0934817207067,BMW,Petrol,36963.778707340214
,205.20832367074348,28364.97255896927,4.857734291123209,1671.9638589375218,,Petrol,35875.236847536464
1.289249988053084,116.53501123631094,76058.90886859217,3.918119524321541,1670.375745706063,Toyota,Diesel,22952.96184114251
,213.30318942059162,44521.47065698702,4.568456644540383,1476.6968207110012,Toyota,Petrol,37108.17422673163
2.4223271712069727,,59127.2026470015,1.9261291956271438,1405.0990145729727,Toyota,Petrol,24890.359644957884
1.4983073308369053,170.6611691697089,45381.44309022848,7.634442672675174,1546.5080282606043,BMW,Hybrid,33631.87528010362
1.3386912880248478,173.27885247404419,84534.06144325648,4.624349694023992,1422.02872396222,Toyota,Hybrid,28311.133909076147
1.2627042314612822,,41942.81033558586,3.6963763617374923,1527.6280449106544,BMW,Diesel,29913.33979743327
1.7903728164691999,,39260.46756969035,2.3600516782630034,1283.694293265905,Honda,Hybrid,32804.106031524854
,169.06533311344518,72344.51061506182,5.471607013910428,1560.279750267899,,Hybrid,28011.547830119674
1.5858893282580482,124.34105469106227,49551.98367032106,2.807680670005395,1248.5215911776081,,Diesel,23635.616964495905
,,20693.527061679924,8.899097223445501,1224.5717992890034,Ford,Hybrid,25265.352942062094
2.051928773776522,155.4446335251917,36577.75900610582,3.2281313701036805,2023.6684140356617,BMW,Hybrid,39305.38400344932
,174.9237687150707,11179.312837667894,5.323557281523338,1679.6898719365952,Honda,Petrol,32928.14240846308
2.203379339893565,82.16700682493087,70374.12041396041,4.175128942800103,1184.1375891425764,Honda,Hybrid,20982.950090926617
,126.2314275899848,103203.78132208757,5.2978119434621895,1392.233032244912,BMW,Diesel,20978.24193078512
2.9866158458311896,106.67419698506319,65388.79179321912,5.512266585571255,1910.7717391119286,,Petrol,29371.300890601848
2.207280140552781,166.7787245778374,54879.64727853265,7.973212495786168,1573.6171284547952,,Hybrid,31360.816677758718
,123.47896886035875,60179.9860777806,7.728715991084934,1331.4325962822213,Ford,Diesel,22251.858169031937
1.2124185536413943,134.58197205893237,76285.47472794814,7.119056140973511,1567.6230872262074,,Petrol,21932.40108127576
,155.94259677853077,37145.246108168045,6.969875329750494,1398.9576321737864,,Diesel,29547.896237729146
1.90512531028262,,47948.45072813366,4.980102870665604,1405.3774497936795,,Diesel,38519.74242440947
2.420399105344377,,86606.0499485261,8.148620057402557,2129.1694385723754,,Diesel,23822.160792281058
2.5950536963696864,202.66883899180783,73628.83811469602,6.61805537946263,1821.849797435408,BMW,Hybrid,41441.374122609566
2.8920093323280605,,85003.50493734432,3.2821589786332606,1355.2040972333166,Toyota,Petrol,27899.854458481786
,213.03709178899737,34551.28170619933,8.09526616130666,1393.947424758509,Toyota,Diesel,32970.35475313712
1.811561505553548,,43060.67610117413,3.4795064642966107,1733.231307143329,,Petrol,22843.88953498165
,135.55693625461294,110895.90491662614,7.738786499664961,1472.595662539134,Ford,Petrol,22915.045615178682
2.11530967620381,188.16403674304166,77411.97592252806,0.9169631547927937,1109.1138456490767,,Petrol,35695.42004969167
2.4336787827332214,,51418.20258160841,6.297705371952538,1169.562903670792,,Hybrid,23073.251169598847
1.2086756957681994,,60334.94473809047,5.288012893319382,1199.1374084892611,Toyota,Diesel,29628.47189889421
1.174095787194771,115.3654208748723,72997.25080358869,4.085992477629074,1805.819482900807,Ford,Diesel,24199.329178443255
2.4307047841850284,170.90696710167967,67322.26683076411,3.73357284381381,2116.556112281612,Ford,Diesel,34291.73087903239
1.5312823246135878,94.0168909588641,77146.94242155968,4.894886802735099,1081.9976209809045,Honda,Diesel,17324.107426607046
1.9576206486069676,145.2046772139446,56023.0447893913,7.226156121382262,1369.2526801391878,BMW,Hybrid,31032.22140720259
2.9953693124227607,121.81528561319197,32005.212375487667,5.555436116022354,1263.0168789297888,,Hybrid,35220.32902509252
2.558087827732421,,41332.11679934246,4.218403591376054,1779.2773375960487,Toyota,Hybrid,33429.8752513929
,88.50243448824273,48547.6778024902,4.25201654447157,1557.2451129475255,Honda,Petrol,22796.901102911463
1.9429402416666446,184.03007851971057,35640.187636891256,5.048473878989159,1240.3293298370572,Ford,Petrol,32655.24304658273
2.7093349346026945,48.10234464983729,46173.18511093518,3.416454603148034,1267.3199965014203,Honda,Petrol,20165.219009766068
2.1114993787896728,156.18539260925522,75595.37936411302,6.5077801899329,1097.2247349755153,Toyota,Petrol,25872.561198057447
2.979651359450904,,68589.78877357577,6.472899619344663,1106.6443320130118,BMW,Diesel,45118.85027731211
2.2007305087941753,140.80388801608458,80281.44717029102,7.307270726355748,1475.4502969000766,,Diesel,27481.299538356165
,,70184.00983747232,5.285934579118801,1615.3435800101079,Toyota,Diesel,36091.46701770271
1.9093851592557807,,62259.23260519065,0.8557577092685831,1763.3378008326933,,Diesel,38308.79942926975
,140.62274188073928,47579.67583630659,5.201154266758494,1340.7526212927087,Toyota,Diesel,31655.843593960264
2.323270560655485,175.47846877781228,69702.00455624626,3.399999081220004,1684.250523682412,Toyota,Petrol,34181.24316901759
1.5843092429289523,102.26048047160663,77880.08985840554,2.4135333229149176,1946.6215572411684,BMW,Hybrid,31037.984109191766
2.4689381839337385,146.94057084421712,67194.6692825566,4.634781445711537,1227.8117850887115,Honda,Hybrid,32356.47720856788
,164.8783187628886,75976.04568927096,3.964212589200331,1277.5653548763682,Ford,Petrol,29070.00177697182
1.8861043389524754,123.04545130348107,39017.232121205576,2.6359279583832027,1832.3829078162148,,Diesel,34378.93872316033
,132.8112885323475,54910.02658004388,2.7598864189617336,1596.4680317182733,Toyota,Diesel,28630.621779233417
2.1201412560458803,222.06502919717465,41475.00064956478,6.487765265731308,1530.2802314150865,,Petrol,36351.708872346455
2.0072507773841006,62.93140634959272,95333.56872809803,4.062694455661989,1260.356445502216,Honda,Petrol,14368.719378182883
,67.55290704360156,38831.33207281104,4.59002258719372,1244.8306638433671,Ford,Diesel,19624.54540411904
2.2511760795603113,174.99280817522578,53840.000110056986,3.098456560040024,1601.2659308656278,Toyota,Diesel,37095.79748279342
,,90168.60013129812,7.074329359695167,1453.6144700410805,,Petrol,28721.047931676283
2.3403156442611954,214.1510728595879,41841.39756658933,6.41182021522786,1438.4066104170117,BMW,Petrol,41099.15902064588
2.5848162290156305,,55129.96425072726,2.8428582059192893,1689.880020783918,BMW,Petrol,45586.6860549062
1.8508814904520632,,62975.87496711976,6.992173457544679,1796.6960485999737,Toyota,Diesel,26820.960305204808
1.9087373453508358,,29975.4648595868,2.240481657756295,1209.958849588998,BMW,Petrol,36298.32723076068
2.399575968250706,109.32238679983998,88083.44084142576,4.255575399351612,1824.8124305896156,,Hybrid,29135.234886514263
1.2459524048198705,115.55691188767503,57246.31620394619,3.3702096871266543,1501.374733892961,,Diesel,27537.32576944577
1.8850805622194617,185.2573651243721,53947.170492709614,7.878190514121653,1910.8053470054688,Toyota,Hybrid,32356.019493621217
,157.28699826043615,64523.42344216943,7.2801479571832335,1659.4949849742977,Honda,Petrol,24936.55034126154
1.7832664016341377,157.22906202772396,-41.52117750531761,6.0710836638001435,1623.1055226497888,Toyota,Diesel,29220.574235830056
1.8039151119051682,,22623.13505462579,7.386885893448088,1385.7210910977903,Honda,Hybrid,31423.533386894727
,,61866.36843601583,5.537833866249693,976.2679556877966,,Hybrid,27233.994493394657
,,78834.92372205455,4.188534334757298,1908.7855417839396,BMW,Diesel,29011.995382075733
2.52426208573224,,48614.556648334394,7.923988237227433,1688.22099133566,Ford,Diesel,32064.24589661856
2.257704286348755,,75215.95253722479,5.1617757895152625,1694.516829001256,,Petrol,27426.59429325568
1.6712480637372458,172.35004709956394,39057.48620766365,8.834310543059432,1844.5800642136473,Honda,Hybrid,29971.012994185527
2.6043508025702207,,32704.10120460005,6.036046677746597,2546.907719122495,BMW,Hybrid,41928.047557987426
2.0014446645773845,104.65617006288463,84162.27353138936,5.960057469479781,1445.3176656226183,Honda,Hybrid,21631.17546301967
1.9397487998000427,168.40780281532128,85681.1469766789,6.451578942187895,1400.6849491312332,BMW,Hybrid,34599.14401043788
1.1670790186179842,,54622.56425855876,6.4372072145125365,1204.9144705203125,,Hybrid,30227.898048319817
1.5394686068172085,,73964.82113544343,3.629407870562276,1479.352768771944,Honda,Hybrid,32748.136119257033
,171.28537601345428,35846.028063139354,3.7379285127269286,1494.6502306082587,,Petrol,34497.704862038445
,138.7322154539422,33917.74202679357,4.770382315903547,875.1524735797842,Ford,Hybrid,24081.08020662499
2.337050353220561,,65850.70959320643,4.751977556943014,2133.199343415725,,Petrol,30750.79051769428
,188.53463439600642,87631.57313965951,4.252620986090067,1281.9216237973035,,Petrol,34389.36307072928
2.4313189402751005,168.50768346061562,52577.097605447,3.8133011533888825,853.9181127657986,,Petrol,36961.13068512572
2.569639811073819,22.261321542175438,52882.843035326114,6.272216933001918,1797.818080544151,,Hybrid,19680.9999736928
2.3364258920492014,98.75564085792765,57703.15695424187,5.128427772791092,1479.9925696729886,Ford,Hybrid,26796.927790960333
1.8163689091170443,163.66771527222647,102115.33695321335,5.964904062372639,1573.3475358364801,BMW,Hybrid,32852.76647389668
1.7178862429972566,135.52426697159518,53114.776084121906,6.141424571351468,1367.5946736014675,Toyota,Diesel,24949.960710194104
,,84276.02204033606,5.506379007704411,1555.4533918083184,,Hybrid,26680.261571528546
,133.88657192190215,87784.77201015041,6.65951206345711,1955.720689210702,Toyota,Petrol,26984.79955885008
,190.81451941638556,70436.4041168363,8.801590296216897,1419.7315510810206,Ford,Diesel,29305.291434991
1.5467834896345523,130.26919070446095,77182.66611041829,6.799872080080892,1291.0978598762356,BMW,Hybrid,27203.804808871348
2.2762211250727997,,43596.5408322969,4.5776943333876785,1409.9287056888988,Toyota,Diesel,34464.91507133305
,,66277.39770709975,1.7558176645017611,1488.062087577608,Toyota,Hybrid,34020.09627887884
2.556783768639888,,81491.09528757939,6.7750527843176656,2081.7355435718546,BMW,Diesel,40536.581246992595
1.9395433173773604,,91866.32376067084,6.634957213096964,2201.0393463844416,Ford,Petrol,31061.48030906737
2.7432904749984326,148.76143202652798,57258.60673531388,2.0165614853796443,1205.1285918641383,BMW,Petrol,38581.72328775955
1.338088180106972,124.62000774689088,51028.91125701458,6.5959428645553215,1774.4388741718162,Ford,Petrol,18941.09562997709
,,69510.43905900004,5.754324133514773,1549.115352266218,BMW,Diesel,32627.086176810255
0.9847967339883013,97.23164960924774,65376.198951895676,2.7653790582461943,1597.0988574144476,Honda,Hybrid,20875.348214346828
2.156690080494353,,69681.19807554127,5.132440298394883,1539.2600154966653,,Diesel,33948.90664810371
,203.5120849532991,45315.175558421106,4.079427808502795,1044.966766270295,Honda,Hybrid,39341.29065354117
2.539455858389709,,71677.60846143901,6.619831559213695,1638.2445242536887,Ford,Petrol,27518.869422205462
2.505821581214416,124.22222140131505,39895.22543005788,5.374690409024208,1621.5866980508695,,Petrol,25665.439895407493
,145.63069350344335,35222.33138012132,6.078683728281855,1770.8361006656955,Toyota,Diesel,29906.07895753335
1.6959600755233768,,69581.3320172776,3.7265483842110885,1504.753581811538,Honda,Hybrid,39443.93974760918
1.838856041290576,181.71020080263511,57605.90345209746,4.01286085418114,1710.6133763127589,Toyota,Hybrid,34540.72925353277
2.259753063138537,75.64700875448803,59736.03111487547,6.655716088297315,1135.3453349224965,Ford,Petrol,17543.238892299563
2.509761795861104,216.87563037843486,55309.02303878078,7.272689814729169,1645.984220111219,,Hybrid,44167.766488818226
2.669069864627227,146.16045804819916,63665.604140215546,5.101273227945504,2023.7463018367453,Honda,Hybrid,33588.17812102956
2.058886099903144,,68440.73568520308,6.955045608987529,1618.784398099384,Honda,Hybrid,26871.406412689965
,,56129.23832460244,7.321056044642159,1760.8466534548586,,Petrol,26603.42891254506
,223.0634527198811,40308.32795860183,4.290563369392664,1788.651036320572,,Petrol,42054.561562407405
1.7394777745957466,,48790.807720117315,4.505207658092384,2149.907872550605,,Diesel,30989.605989078045
,148.92080062297518,81718.91927129177,5.749704799304911,1303.5193563470352,Ford,Hybrid,27055.08831071361
1.9499363930145688,193.65312858571502,26207.451836403845,3.728266615456568,1544.679039431337,Ford,Hybrid,37236.268387972086
,122.77958262524704,36703.865940346994,7.338153944206631,1440.7359905440628,Honda,Diesel,30880.63323572051
,151.9906688817427,47177.9310080878,7.5324148659376124,1398.9018090965287,Honda,Diesel,28753.512991446514
,,62935.12974578581,5.901267552102209,1691.4646903572545,,Hybrid,36080.46382026157
1.626744257406853,153.81791968387103,49808.42876787184,3.9965352881629634,1856.6821550924903,Ford,Petrol,29013.300461331808
,,58849.514931915546,7.326657095142304,1352.916055469364,Toyota,Hybrid,32154.741598146204
,,79527.30375147953,5.796291506358596,1105.1325076850148,,Petrol,36247.31608314821
,151.37332671231707,79180.53867815837,3.4586835775075504,1522.9157433889548,Toyota,Petrol,29698.341716591684
2.5116618482696067,,43793.82993829215,3.340513959071087,1576.4152207448294,Ford,Petrol,33927.038071737465
2.701862666995706,,60123.85970552204,4.96170661008271,1347.4973774029775,,Petrol,30570.475953302473
,115.01934040591422,84081.9288224122,2.637189450033558,1888.3343546205135,BMW,Petrol,30570.48668551434
2.3585295180264123,169.10734168368737,67013.00426193984,2.8418977624937396,1494.9943552291206,Honda,Petrol,32779.64789133662
,207.41822267789541,46943.2394529095,-0.4939106341568227,1909.0135300955758,BMW,Petrol,50686.97045145702
2.609652118125712,,50762.51828719374,4.547304853003422,1149.593416164126,BMW,Diesel,39050.7444325635
2.357632682994346,66.83511404524052,86240.06819887293,5.4831285496240385,1790.2253476313945,Ford,Hybrid,20761.806956560773
2.548433993421517,192.26681242910797,73003.90603268279,4.5569828458535735,1642.870799296189,BMW,Hybrid,42727.889464990054
1.899455034985196,177.15836968879157,100870.59518752526,4.617388943614895,1721.6432176315493,,Petrol,29374.5337387634
2.133036300110198,153.10384676523358,27008.741998062527,5.7170025611376305,1594.2816666931035,,Petrol,29122.62093809819
1.4740944158829357,,67955.16204810508,6.1519623955928155,1596.4116125907597,Ford,Petrol,26772.473003993127
,,56704.300060105925,5.90091231039637,1707.5306622468404,Toyota,Hybrid,32925.558956195906
1.6891632452013028,113.56708008656112,67459.34367141791,6.6050040882998795,1522.6392946017286,,Diesel,22671.962359944177
2.2844883880945663,130.44256266355194,48495.67819233313,6.103266970489333,1262.06541349314,Toyota,Diesel,29662.76835780287
2.013951128938402,91.93430885755824,106965.16026660596,4.199612077177064,1465.988930911064,Honda,Hybrid,20823.525088004768
,123.7347536735541,93552.4824921637,3.5246800016766042,1328.0328910485448,Honda,Diesel,30002.35658590551
